material_id,material_name,source_library,nd,Vd,PgF,material_type,available_in_dji,role_candidate,notes
dji_target:CDGM-ZEMAX202509:D-ZK3A,D-ZK3A,dji_target,1.589130,61.101573,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZK3A-25,D-ZK3A-25,dji_target,1.588280,61.012484,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZK3L,D-ZK3L,dji_target,1.591700,60.701147,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZK3L-25,D-ZK3L-25,dji_target,1.590900,60.618517,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZK21,D-ZK21,dji_target,1.624460,58.207924,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZK21-25,D-ZK21-25,dji_target,1.623460,58.115078,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZK79,D-ZK79,dji_target,1.608860,57.895896,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZK79-25,D-ZK79-25,dji_target,1.608090,57.820851,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAK5,D-LAK5,dji_target,1.677900,54.889665,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAK5-25,D-LAK5-25,dji_target,1.676860,54.805426,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAK6,D-LAK6,dji_target,1.693840,53.128245,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAK6-25,D-LAK6-25,dji_target,1.692810,53.049215,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAK52,D-LAK52,dji_target,1.730500,53.944268,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAK52-25,D-LAK52-25,dji_target,1.729240,53.851219,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAK70,D-LAK70,dji_target,1.669100,55.389689,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAK70-25,D-LAK70-25,dji_target,1.668000,55.295752,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZF10,D-ZF10,dji_target,1.688930,31.077677,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZF10-25,D-ZF10-25,dji_target,1.687310,31.183804,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZF93,D-ZF93,dji_target,2.001700,20.700195,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZF93-25,D-ZF93-25,dji_target,1.999800,20.686444,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAF50,D-LAF50,dji_target,1.774000,49.590362,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAF50-25,D-LAF50-25,dji_target,1.772880,49.519338,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAF050,D-LAF050,dji_target,1.768420,49.282160,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAF050-25,D-LAF050-25,dji_target,1.767090,49.197491,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAF53,D-LAF53,dji_target,1.743300,49.325949,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAF53-25,D-LAF53-25,dji_target,1.742100,49.246024,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAF79,D-LAF79,dji_target,1.730770,40.508021,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-LAF79-25,D-LAF79-25,dji_target,1.729860,40.497566,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF50,D-ZLAF50,dji_target,1.803370,45.491557,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF50-25,D-ZLAF50-25,dji_target,1.802250,45.452746,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF52LA,D-ZLAF52LA,dji_target,1.810000,40.992863,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF52LA-25,D-ZLAF52LA-25,dji_target,1.808820,40.970313,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF61,D-ZLAF61,dji_target,1.822410,42.714541,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF61-25,D-ZLAF61-25,dji_target,1.821310,42.674895,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF67,D-ZLAF67,dji_target,1.883850,37.198899,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF67-25,D-ZLAF67-25,dji_target,1.882590,37.185491,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF81,D-ZLAF81,dji_target,1.808800,40.999441,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF81-25,D-ZLAF81-25,dji_target,1.807570,40.973340,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF85A,D-ZLAF85A,dji_target,1.852220,40.108190,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF85A-25,D-ZLAF85A-25,dji_target,1.851100,40.055609,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF85LN,D-ZLAF85LN,dji_target,1.845580,40.094322,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF85LN-25,D-ZLAF85LN-25,dji_target,1.844430,40.067973,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF85L,D-ZLAF85L,dji_target,1.853700,40.579411,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF85L-25,D-ZLAF85L-25,dji_target,1.852600,40.534071,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF85LS,D-ZLAF85LS,dji_target,1.854500,40.593546,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:D-ZLAF85LS-25,D-ZLAF85LS-25,dji_target,1.853440,40.557917,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:H-FK61GTI,H-FK61GTI,dji_target,1.497000,81.612838,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:H-QK3LGTI,H-QK3LGTI,dji_target,1.487490,70.440487,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:H-QK30GTI,H-QK30GTI,dji_target,1.482170,70.299764,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:H-K90GTI,H-K90GTI,dji_target,1.519480,63.291634,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:QF50GTI,QF50GTI,dji_target,1.581440,40.885954,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:QF70GFI,QF70GFI,dji_target,1.547000,48.161896,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:F4GTI,F4GTI,dji_target,1.620050,36.430327,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:H-FK71A,H-FK71A,dji_target,1.456498,90.470884,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:H-BAK7A,H-BAK7A,dji_target,1.568828,56.127804,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:H-ZK7,H-ZK7,dji_target,1.613095,60.614383,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:QF1,QF1,dji_target,1.548100,45.886233,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:QF3,QF3,dji_target,1.575026,41.296920,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:QF5,QF5,dji_target,1.582153,42.039634,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:QF6,QF6,dji_target,1.531719,48.755584,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:QF8,QF8,dji_target,1.540718,47.198243,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:F1,F1,dji_target,1.603417,38.014870,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:F2,F2,dji_target,1.612929,36.986002,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:F3,F3,dji_target,1.616592,36.627394,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:F4,F4,dji_target,1.620047,36.356730,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:F5,F5,dji_target,1.624353,35.938411,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:F6,F6,dji_target,1.624954,35.577816,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:F7,F7,dji_target,1.636365,35.386204,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:F13,F13,dji_target,1.625884,35.713679,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:BAF2,BAF2,dji_target,1.569703,49.435926,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:BAF4,BAF4,dji_target,1.582712,46.505886,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:BAF5,BAF5,dji_target,1.605623,43.890292,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:BAF7,BAF7,dji_target,1.614131,40.025731,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZBAF2,ZBAF2,dji_target,1.639616,48.230454,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZBAF17,ZBAF17,dji_target,1.667554,41.957211,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZBAF51,ZBAF51,dji_target,1.682726,44.528543,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF1,ZF1,dji_target,1.647693,33.836872,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF2,ZF2,dji_target,1.672707,32.180986,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF3,ZF3,dji_target,1.717365,29.510385,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF4,ZF4,dji_target,1.728251,28.323900,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF5,ZF5,dji_target,1.739999,28.245048,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF8,ZF8,dji_target,1.654460,33.651201,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF10,ZF10,dji_target,1.688934,31.184753,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF11,ZF11,dji_target,1.698949,30.065686,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF12,ZF12,dji_target,1.761822,26.555686,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF13,ZF13,dji_target,1.784724,25.754051,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF50,ZF50,dji_target,1.740770,27.767880,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF51,ZF51,dji_target,1.784701,26.075871,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:H-ZF52A,H-ZF52A,dji_target,1.846670,23.791236,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:ZF52,ZF52,dji_target,1.846669,23.827549,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:H-ZLAF68B,H-ZLAF68B,dji_target,1.883004,40.806875,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:TF3,TF3,dji_target,1.612423,44.093486,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:CDGM-ZEMAX202509:H-TF8,H-TF8,dji_target,1.720460,34.757746,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FC5,FC5,dji_target,1.487490,70.440000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FCD1,FCD1,dji_target,1.497000,81.610000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FCD1B,FCD1B,dji_target,1.497100,81.560000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FCD10A,FCD10A,dji_target,1.458600,90.190000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FCD100,FCD100,dji_target,1.437000,95.100000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FCD500,FCD500,dji_target,1.553970,71.760000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FCD515,FCD515,dji_target,1.592820,68.620000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FCD600,FCD600,dji_target,1.594100,60.470000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FCD615,FCD615,dji_target,1.571440,71.610000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FCD705,FCD705,dji_target,1.550320,75.500000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FCD915,FCD915,dji_target,1.480710,85.290000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FAD61,FAD61,dji_target,1.654940,61.040000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:PCD4,PCD4,dji_target,1.618000,63.400000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:PCD40,PCD40,dji_target,1.619970,63.880000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:PCD51,PCD51,dji_target,1.593490,67.000000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BSC7,BSC7,dji_target,1.516800,64.200000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-C3,E-C3,dji_target,1.518230,58.960000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BAC4,BAC4,dji_target,1.568830,56.040000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BACD5,BACD5,dji_target,1.589130,61.250000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BACD14,BACD14,dji_target,1.603110,60.700000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BACD15,BACD15,dji_target,1.622990,58.120000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BACD16,BACD16,dji_target,1.620410,60.350000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BACD18,BACD18,dji_target,1.638540,55.450000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BACED5,BACED5,dji_target,1.658440,50.860000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LAC8,LAC8,dji_target,1.713000,53.940000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LAC14,LAC14,dji_target,1.696800,55.460000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAC6L,TAC6L,dji_target,1.755000,52.320000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAC6,TAC6,dji_target,1.755000,52.320000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAC8P,TAC8P,dji_target,1.729160,54.540000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAC8,TAC8,dji_target,1.729160,54.670000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-CF6,E-CF6,dji_target,1.517420,52.150000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FEL1,E-FEL1,dji_target,1.548140,45.820000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FEL2,E-FEL2,dji_target,1.540720,47.200000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FL5,E-FL5,dji_target,1.581440,40.890000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FL6,E-FL6,dji_target,1.567320,42.840000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-F2,E-F2,dji_target,1.620040,36.300000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-F5,E-F5,dji_target,1.603420,38.010000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD1L,E-FD1L,dji_target,1.717360,29.500000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD1,E-FD1,dji_target,1.717360,29.500000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD2,E-FD2,dji_target,1.647690,33.840000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD4L,E-FD4L,dji_target,1.755200,27.530000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD4,E-FD4,dji_target,1.755200,27.530000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD5,E-FD5,dji_target,1.672700,32.170000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD8,E-FD8,dji_target,1.688930,31.160000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD80,E-FD80,dji_target,1.689600,31.140000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
